User_ID,Age,Gender,Daily_Screen_Time(hrs),Sleep_Quality(1-10),Stress_Level(1-10),Days_Without_Social_Media,Exercise_Frequency(week),Social_Media_Platform,Happiness_Index(1-10)
U12078,58,Female,,3,4,,0,TikTok,9
U12079,42,Female,9.8,,8,4,0,Instagram,2
U12080,59,Female,7.8,2,10,1,3,Instagram,6
U12081,20,Female,9.8,9,2,7,2,LinkedIn,2
U12082,20,Female,,6,7,3,4,Facebook,2
U12083,37,Female,1.1,5,1,6,3,X (Twitter),7
U12084,45,,5.7,9,8,7,7,YouTube,4
U12085,40,Other,2.1,1,5,2,0,TikTok,8
U12086,20,Female,7.1,3,6,5,0,Facebook,5
U12087,59,Female,5.5,2,6,,,Instagram,7
U12088,41,Female,7.8,9,1,4,4,LinkedIn,2
U12089,57,Male,3.6,6,7,5,5,Instagram,10
U12090,23,Female,8.5,6,3,2,7,Facebook,2
,37,Male,6.9,5,2,7,7,Facebook,3
U12092,28,Male,9.9,4,7,7,4,Facebook,5
U12093,49,Female,2.6,4,10,1,7,TikTok,8
U12094,44,Female,1.5,,9,6,4,Instagram,9
U12095,38,Female,8.7,7,4,4,1,Facebook,8
U12096,30,Female,4,,7,0,3,YouTube,2
U12097,39,Male,4.9,3,5,0,1,Facebook,5
,52,Other,9.3,7,10,0,7,Facebook,3
U12099,39,Male,5,9,,5,4,TikTok,4
U12100,45,Female,3.7,10,7,4,,LinkedIn,3
U12101,,Male,1.5,1,1,1,3,X (Twitter),3
U12102,35,Female,,10,10,5,1,Instagram,2
U12103,48,Male,6.9,8,9,3,6,LinkedIn,3
U12104,54,Female,,2,,,5,Facebook,10
U12105,38,Male,7.5,1,8,,5,TikTok,8
U12106,31,Male,5.3,9,9,6,0,X (Twitter),8
U12107,42,Male,8.7,,1,4,3,X (Twitter),10
U12108,44,Female,2.5,7,5,6,2,X (Twitter),5
U12109,57,Other,7.8,7,7,2,2,Facebook,9
U12110,40,Male,,1,8,3,4,LinkedIn,1
U12111,48,Female,7.7,10,3,7,4,Facebook,1
,46,Female,4.7,,8,3,7,TikTok,7
U12113,47,Male,3.1,,5,1,0,Instagram,3
U12114,43,Male,1.9,6,,4,5,TikTok,7
U12115,37,Male,6.8,4,4,7,2,X (Twitter),5
,55,Male,2.3,3,2,7,,LinkedIn,1
U12117,36,Male,8.5,,,1,1,YouTube,5
U12118,44,Male,9.6,5,4,4,5,Instagram,1
U12119,42,Male,2.2,3,2,6,4,TikTok,1
U12120,57,Female,4.4,,7,3,6,Instagram,6
U12121,55,,9.4,3,2,2,0,YouTube,1
U12122,40,Female,,4,2,5,0,X (Twitter),10
U12123,46,Female,5.8,3,4,4,1,TikTok,6
U12124,32,Male,7.7,6,5,,3,Instagram,3
U12125,20,,2.9,9,10,5,6,Instagram,7
U12126,27,Male,9.8,3,3,5,2,Facebook,2
U12127,32,Female,8,1,9,2,0,X (Twitter),7
U12128,33,Female,2.5,7,10,1,7,LinkedIn,5
U12129,34,Male,2,5,6,1,2,TikTok,1
U12130,36,Male,9.4,4,8,,1,X (Twitter),7
U12131,28,Female,7.2,3,5,4,1,LinkedIn,10
U12132,22,Female,1.3,7,8,4,3,,7
U12133,22,Male,2.3,2,10,1,7,LinkedIn,10
U12134,31,Male,1.4,4,6,,5,,4
U12135,43,Female,9.8,2,7,4,0,LinkedIn,9
U12136,25,Male,5.5,10,2,3,1,X (Twitter),7
U12137,22,Female,5.2,8,6,5,4,Facebook,8
U12138,,Female,9.6,3,5,0,2,YouTube,6
U12139,33,Female,5.5,5,8,7,2,X (Twitter),5
U12140,31,Male,5.7,4,5,0,5,YouTube,10
U12141,54,,9.9,5,7,4,4,LinkedIn,2
U12142,58,,2,4,4,3,,TikTok,1
U12143,21,Female,,8,2,3,5,Instagram,7
,53,Female,2.5,,3,3,5,LinkedIn,3
U12145,34,Other,5.3,1,10,5,,YouTube,3
U12146,53,Female,4,5,4,2,6,Instagram,6
U12147,23,Female,9.6,1,3,6,,TikTok,9
U12148,,Male,5.4,3,7,5,,LinkedIn,4
U12149,46,Male,1.2,6,5,3,1,LinkedIn,6
U12150,53,Male,3,9,3,7,3,YouTube,9
U12151,55,Male,4.9,3,3,1,7,Instagram,5
U12152,54,Female,7.1,4,9,6,5,YouTube,6
U12153,27,Female,6.1,10,9,1,6,Facebook,6
U12154,58,,8.6,1,5,7,,YouTube,7
U12155,53,,8.5,10,2,3,,YouTube,5
U12156,46,Male,6.3,2,,0,0,LinkedIn,4
U12157,31,Male,6.1,7,5,2,0,X (Twitter),8
U12158,21,Female,3.5,8,4,7,0,X (Twitter),8
U12159,59,Female,9.6,1,6,5,4,TikTok,4
,53,Male,,9,10,1,1,TikTok,10
U12161,30,Female,4.6,6,6,6,3,TikTok,10
U12162,35,Male,6.9,1,6,,0,Instagram,5
U12163,50,Male,9.5,4,7,6,,,4
U12164,38,Female,5.5,4,2,1,2,TikTok,1
U12165,33,Male,9.1,7,4,5,6,X (Twitter),2
U12166,32,Male,1.9,1,9,7,5,YouTube,9
U12167,22,Male,5.8,10,5,2,2,LinkedIn,10
U12168,23,,3.8,9,1,3,3,TikTok,1
U12169,55,Male,8.2,1,6,2,7,TikTok,6
U12170,20,Male,5,10,5,7,5,YouTube,2
U12171,29,Male,5.3,3,2,3,0,X (Twitter),3
U12172,,Female,,,3,4,0,LinkedIn,10
U12173,50,Male,4.9,1,3,7,1,X (Twitter),7
U12174,53,Male,1.7,4,7,7,7,YouTube,10
U12175,50,Male,3.7,2,5,1,7,X (Twitter),8
,48,Female,2.1,9,9,5,6,LinkedIn,8
U12177,38,,4,1,1,6,2,,8
U12178,,Female,3,3,3,0,6,Facebook,4
U12179,,Male,3.6,2,10,2,2,Instagram,7
U12180,25,Female,2.3,1,8,5,4,YouTube,8
U12181,54,Male,5,9,3,,5,Instagram,3
U12182,49,Male,5.5,5,3,5,2,YouTube,5
U12183,43,Female,8.5,6,8,1,0,Facebook,1
U12184,19,,5.8,8,10,6,0,,5
U12185,29,Female,3.1,7,3,1,2,YouTube,7
U12186,39,Male,7.6,7,2,5,4,YouTube,10
U12187,34,Male,3.7,,3,0,6,YouTube,7
U12188,24,Female,7.8,3,2,0,5,Facebook,6
U12189,21,Female,4.5,10,8,,3,,10
U12190,54,Female,5.6,8,5,5,5,X (Twitter),2
U12191,55,Female,5.5,6,3,7,2,TikTok,8
U12192,49,Male,9.6,8,8,3,3,LinkedIn,5
U12193,28,,2.4,4,8,1,2,Instagram,3
,18,Female,9.4,1,4,0,3,Instagram,9
U12195,42,Female,6.1,3,9,1,6,Instagram,8
U12196,,Female,9.9,10,1,0,0,TikTok,7
U12197,41,Female,6.2,3,7,4,6,X (Twitter),5
U12198,34,Female,6.9,1,5,3,0,,7
U12199,25,Female,7.7,5,7,5,3,YouTube,8
U12200,,Female,8.4,6,10,0,6,YouTube,10
U12201,35,,5.3,9,8,5,1,X (Twitter),8
U12202,44,Male,7.1,8,3,6,5,Facebook,8
U12203,39,Female,6.5,4,3,6,7,,9
U12204,33,Female,4.7,6,1,7,6,YouTube,6
U12205,19,Male,8.4,3,5,,0,LinkedIn,7
U12206,22,Female,2.7,1,8,2,5,Facebook,10
U12207,35,Male,2.5,9,1,5,4,X (Twitter),9
U12208,20,Female,7.6,8,,3,7,X (Twitter),10
,44,Female,6.7,6,2,3,7,X (Twitter),3
U12210,34,Female,3.9,3,10,2,7,YouTube,6
U12211,33,Female,6.7,5,2,5,7,Facebook,10
U12212,23,Male,,9,5,5,6,Instagram,4
U12213,24,Male,3,7,10,,4,Instagram,2
U12214,31,,6.2,2,7,5,3,YouTube,5
U12215,55,Male,8.4,6,3,5,5,TikTok,4
U12216,57,Female,,,1,7,,TikTok,4
U12217,32,Male,6.1,10,,5,4,X (Twitter),8
U12218,50,Female,1.7,1,9,4,7,Facebook,3
U12219,44,Male,8.5,5,4,7,0,,7
,,Female,8.2,9,5,6,2,X (Twitter),10
,54,Female,5.1,3,4,4,5,LinkedIn,10
U12222,22,Male,2.1,3,,,2,LinkedIn,5
U12223,46,Female,6.9,,1,3,6,YouTube,4
,49,Female,6.2,,4,2,6,TikTok,3
U12225,23,Female,9.3,3,4,7,5,YouTube,10
U12226,,Male,3.5,9,3,5,0,Facebook,3
U12227,23,Female,1.3,10,4,7,5,Facebook,7
U12228,21,Male,3.3,3,7,5,1,Facebook,5
U12229,46,Male,,8,5,6,3,TikTok,5
,42,Female,2.4,10,3,,0,TikTok,7
U12231,26,Male,9.8,9,6,2,2,X (Twitter),8
U12232,20,,3,3,10,2,,YouTube,6
U12233,43,Female,,1,9,0,1,Instagram,10
U12234,44,Female,5.1,9,3,7,5,Instagram,8
U12235,53,,6,7,2,3,,Instagram,3
U12236,49,Female,9.4,6,9,4,6,TikTok,7
U12237,18,Female,5.8,4,5,,5,X (Twitter),2
U12238,33,Female,3.7,5,10,3,2,Facebook,10
U12239,28,Female,,7,,6,1,Facebook,7
U12240,43,Male,9,9,7,6,7,X (Twitter),8
U12241,57,Female,9.9,6,2,7,0,TikTok,3
U12242,18,Female,3.3,4,10,2,1,Instagram,5
U12243,43,Female,7.5,4,5,4,1,,4
U12244,45,Female,5.6,10,8,2,3,LinkedIn,2
U12245,26,Male,7.3,3,8,6,7,LinkedIn,2
U12246,39,Male,,2,10,3,2,LinkedIn,5
U12247,25,Female,3.5,4,7,6,2,TikTok,10
U12248,59,Female,7.7,6,5,,1,Instagram,5
U12249,44,Male,4.9,1,4,7,7,Facebook,2
U12250,56,Female,6.9,2,2,5,6,X (Twitter),8
U12251,36,Female,4.7,8,2,1,0,X (Twitter),1
,42,Male,7.4,3,3,6,1,Instagram,3
U12253,55,Other,4,1,3,4,5,TikTok,2
,38,Male,5.4,2,7,7,7,Instagram,10
,41,Female,7.4,3,6,7,,TikTok,6
U12256,41,Female,,2,1,5,5,Facebook,7
U12257,36,Male,4,4,,0,,X (Twitter),6
U12258,19,Female,5.9,4,5,1,0,LinkedIn,4
U12259,31,,1.7,10,6,5,7,TikTok,2
U12260,49,Male,7.3,2,8,2,5,Facebook,10
U12261,59,Female,8.3,1,1,3,5,YouTube,4
U12262,49,Female,2.5,3,6,6,3,Instagram,9
U12263,,Other,7.6,4,,2,2,TikTok,2
U12264,56,Male,6.8,6,9,0,2,Instagram,7
U12265,57,Male,4.7,5,,3,2,Instagram,4
U12266,59,Male,2.5,,8,,5,,3
U12267,57,Female,9.6,4,7,,2,LinkedIn,9
U12268,30,Female,5.2,6,3,2,3,Instagram,3
U12269,29,Other,2.7,4,9,1,,YouTube,5
U12270,25,Female,7.5,7,3,3,7,X (Twitter),9
U12271,32,Female,6.5,6,6,5,2,Instagram,3
U12272,43,Other,8.3,6,,7,6,YouTube,10
,,Male,10,10,8,1,4,TikTok,9
U12274,44,Male,1.4,2,,2,6,Facebook,6
U12275,35,Male,7.7,7,1,7,5,YouTube,7
,53,Male,9.9,9,8,5,7,TikTok,8
U12277,44,Female,5.8,6,9,5,0,TikTok,5
U12278,26,Male,7.4,8,10,3,0,TikTok,2
U12279,56,Male,5,6,9,4,2,Facebook,7
U12280,18,Male,,6,8,4,6,Instagram,7
U12281,24,Male,7.3,4,10,7,7,Instagram,2
U12282,43,Male,9.9,6,8,2,0,Instagram,7
U12283,24,Male,1.8,10,4,3,0,LinkedIn,3
U12284,24,Male,4.8,4,8,7,3,YouTube,10
U12285,25,Male,9.5,10,7,,,Facebook,10
,33,Female,2,6,9,2,0,X (Twitter),6
U12287,20,Male,6.9,1,10,4,3,Facebook,9
U12288,27,Female,4.9,7,8,,,LinkedIn,4
U12289,24,Female,4.4,2,10,5,0,X (Twitter),1
U12290,38,Male,2.9,6,2,0,6,TikTok,10
U12291,54,Female,2.6,9,8,1,7,Instagram,4
U12292,48,Male,5.6,10,8,2,5,X (Twitter),3
U12293,40,Male,4.4,3,10,5,5,Instagram,5
U12294,44,Female,5.4,,10,0,6,Facebook,7
U12295,39,Female,2.8,5,9,4,3,,8
U12296,56,Female,4.2,8,3,,0,,3
U12297,44,,10,10,8,2,6,,5
U12298,21,Male,4.3,6,8,7,5,,8
U12299,41,Male,4.7,8,10,7,,YouTube,7
U12300,40,Female,1.2,3,4,4,,X (Twitter),5
U12301,36,,4.4,3,5,6,3,YouTube,8
U12302,59,,7.9,9,2,4,4,Facebook,6
U12303,20,Female,,6,6,2,6,LinkedIn,7
U12304,44,Male,6.9,8,10,0,1,LinkedIn,3
U12305,20,Female,6,4,9,2,6,TikTok,2
U12306,45,Other,1.9,5,3,6,1,TikTok,2
U12307,34,Female,4,9,6,7,4,Instagram,10
U12308,48,Female,7.2,7,8,7,2,TikTok,2
U12309,27,Male,5.9,5,2,7,2,YouTube,2
U12310,39,Male,7.1,7,10,6,5,LinkedIn,10
U12311,47,Male,4.2,9,1,6,3,LinkedIn,7
U12312,38,Female,2.7,3,6,7,7,Instagram,1
U12313,53,Female,8.5,3,3,7,2,,4
U12314,40,Female,4.4,4,2,5,3,X (Twitter),7
U12315,55,Male,6.9,10,10,4,6,Instagram,10
U12316,29,Female,4.4,7,,3,4,TikTok,10
U12317,42,Female,9.3,5,9,4,7,X (Twitter),2
U12318,37,Female,,5,7,5,2,LinkedIn,9
U12319,59,Male,6.8,4,9,6,2,YouTube,5
,24,Female,6.4,8,7,2,0,TikTok,1
U12321,46,Male,8.6,,3,0,5,TikTok,2
U12322,46,Female,5.6,2,1,4,0,LinkedIn,1
U12323,30,Female,8.8,4,1,,1,TikTok,10
U12324,20,Male,4.7,8,5,5,6,YouTube,5
U12325,19,Male,1.3,4,9,0,0,X (Twitter),8
U12326,33,Male,9.3,8,10,7,5,X (Twitter),7
U12327,47,,7.5,5,6,7,4,TikTok,3
U12328,55,,5.6,9,2,1,3,Instagram,10
U12329,23,Male,9.5,,6,5,,Instagram,10
U12330,,Male,9,8,4,0,6,LinkedIn,5
U12331,22,,2,7,9,4,5,TikTok,6
U12332,24,Female,6.6,2,10,4,0,,2
U12333,51,Male,5.8,5,3,2,5,YouTube,2
U12334,49,Female,8,6,7,2,6,X (Twitter),6
U12335,30,Female,3.7,9,10,7,0,YouTube,2
U12336,47,Male,1.1,8,8,6,3,TikTok,7
U12337,42,Female,2.7,7,2,0,1,Instagram,5
U12338,38,Female,2.9,1,10,5,5,TikTok,6
U12339,38,Male,3.6,10,7,5,5,YouTube,2
U12340,45,Female,4.3,3,5,3,2,X (Twitter),2
U12341,37,Female,7.4,1,1,6,1,Facebook,2
U12342,51,Female,,10,7,5,7,TikTok,5
U12343,22,Female,5.4,6,10,6,4,TikTok,6
U12344,35,Female,5.5,3,8,5,4,TikTok,4
U12345,56,Female,6.5,2,1,4,2,TikTok,7
U12346,28,Female,3.8,10,4,0,2,,6
U12347,,Male,3.3,2,4,5,7,X (Twitter),8
U12348,39,Male,5.4,8,5,2,1,YouTube,2
U12349,54,Male,6.9,1,,4,3,Facebook,4
U12350,37,Male,1.4,9,4,1,2,,10
U12351,23,Male,3.6,7,1,6,1,YouTube,4
U12352,,Female,8.1,1,9,5,5,X (Twitter),2
U12353,31,Female,5.4,5,5,2,6,Instagram,6
U12354,40,Female,9.6,5,1,5,1,LinkedIn,1
U12355,37,Female,8.8,2,3,1,7,X (Twitter),8
,30,Other,4.1,1,1,4,3,,8
U12357,58,Other,7.5,7,7,,5,Instagram,9
U12358,49,Female,3.5,9,10,6,5,,9
U12359,43,Male,2.6,,10,0,1,YouTube,7
U12360,31,Male,,7,10,,4,Facebook,7
U12361,53,Female,4.2,4,7,3,6,Facebook,6
U12362,25,Male,2.8,10,6,0,3,X (Twitter),4
U12363,57,Female,,7,9,5,7,Instagram,6
U12364,39,Male,1.3,8,7,7,0,X (Twitter),2
U12365,39,Male,4.3,9,5,5,1,Facebook,1
U12366,33,Male,1.3,9,7,0,2,,8
U12367,44,,5.5,5,10,6,2,TikTok,8
U12368,27,Female,,5,4,1,3,Facebook,9
U12369,42,Female,7.5,6,10,0,2,LinkedIn,9
U12370,48,Male,9.6,,9,7,5,TikTok,8
U12371,38,Female,5.7,3,6,,2,X (Twitter),6
U12372,44,Female,3.6,3,4,0,6,YouTube,7
U12373,34,Female,8.8,,,5,0,Facebook,4
U12374,50,Male,6.4,,8,0,2,TikTok,8
U12375,48,Male,6,5,7,7,7,YouTube,1
U12376,59,Male,2.7,9,6,2,3,YouTube,8
U12377,43,Female,1.4,,2,6,3,X (Twitter),2
,38,Male,,7,3,6,4,Instagram,7
U12379,53,Male,,10,1,7,7,YouTube,8
U12380,18,Male,2.1,,3,6,1,X (Twitter),4
U12381,21,Female,1.5,8,2,3,6,Instagram,4
U12382,21,Female,,5,10,2,7,LinkedIn,10
,43,Female,1.6,2,6,0,1,YouTube,7
U12384,,Female,1.5,5,4,7,1,X (Twitter),7
U12385,26,Male,5,10,10,,3,X (Twitter),9
U12386,47,,8.3,8,,7,2,TikTok,3
U12387,21,Male,7,1,8,0,5,X (Twitter),8
U12388,22,Male,7.1,10,5,6,1,YouTube,4
U12389,40,Female,3.4,4,4,4,2,YouTube,5
U12390,33,Female,1.1,1,6,4,,Facebook,7
U12391,39,Female,5.1,5,4,4,6,YouTube,4
U12392,54,Male,4.4,2,10,4,4,Instagram,1
U12393,25,Male,9.5,2,10,6,1,Facebook,8
U12394,,,1.6,7,5,0,3,,10
U12395,55,Female,8,4,4,4,5,Facebook,1
U12396,33,Male,4.5,2,9,3,3,Instagram,1
U12397,22,Male,8.5,3,2,0,,Facebook,5
U12398,33,Female,,3,1,2,1,Instagram,1
U12399,24,Other,8.4,2,7,7,2,X (Twitter),10
U12400,18,Male,5.2,7,9,7,6,,8
U12401,26,Male,4.6,1,9,0,1,YouTube,10
U12402,35,,9.7,9,4,1,3,YouTube,3
U12403,20,Female,4.3,5,4,6,3,Instagram,5
,41,,8.2,,1,6,5,Instagram,4
U12405,45,Female,1.6,3,1,3,3,Instagram,3
U12406,27,Female,1.6,3,1,0,5,LinkedIn,9
U12407,26,Male,4.9,3,6,2,2,X (Twitter),2
U12408,30,Male,6.3,,,1,,LinkedIn,8
U12409,52,Male,6.5,2,5,5,7,Instagram,3
U12410,40,Male,1.3,,10,1,,YouTube,6
U12411,34,Male,7.3,3,10,7,3,YouTube,2
U12412,24,,2.2,,2,7,1,Instagram,4
,33,Female,9.6,4,6,2,2,TikTok,4
U12414,57,Male,4,10,1,6,6,LinkedIn,2
U12415,53,Female,3.4,5,3,5,6,Instagram,4
U12416,37,Male,3.6,8,5,2,5,TikTok,3
U12417,41,Female,9.4,2,10,2,1,Facebook,2
U12418,22,Female,5.3,10,5,6,0,Facebook,2
U12419,23,Female,4.9,5,7,2,0,YouTube,2
U12420,45,Male,6.1,2,5,6,2,Facebook,5
U12421,22,Female,9.4,9,10,4,3,Facebook,5
U12422,56,Female,3.8,2,6,3,,Facebook,8
U12423,55,Male,2.6,1,7,7,6,X (Twitter),2
U12424,,Female,6.4,4,2,2,2,X (Twitter),8
U12425,56,Female,5.4,7,3,4,1,LinkedIn,6
U12426,38,Male,1.6,2,3,0,0,Instagram,3
U12427,57,Male,5.7,10,1,1,7,TikTok,5
,54,,6.1,9,9,6,6,YouTube,4
U12429,35,Male,7.2,1,10,6,7,LinkedIn,5
U12430,29,Male,10,1,9,0,5,LinkedIn,6
U12431,34,Male,4.8,8,9,0,5,X (Twitter),4
U12432,54,Male,5.6,5,9,5,5,X (Twitter),10
U12433,55,Male,1.7,9,8,7,3,LinkedIn,10
U12434,32,Male,8.5,8,5,4,5,YouTube,8
U12435,24,Male,1.9,6,9,4,3,LinkedIn,2
U12436,31,Female,9.4,4,7,2,5,X (Twitter),4
U12437,18,,4.1,6,2,2,7,YouTube,9
U12438,55,Male,4,2,7,4,0,Instagram,2
U12439,20,Male,4,5,4,3,5,Instagram,10
U12440,54,Male,9.6,10,7,5,2,LinkedIn,2
U12441,48,Male,9.8,3,7,5,2,,10
U12442,30,Male,9.8,3,3,7,7,YouTube,1
U12443,35,Female,,1,3,2,2,YouTube,1
U12444,34,Male,2,8,10,7,3,Instagram,8
U12445,34,Male,4.5,10,10,,6,X (Twitter),3
U12446,28,Female,3.6,3,6,0,6,YouTube,1
U12447,,Female,7.4,1,2,,1,LinkedIn,2
U12448,27,Female,5.4,4,8,2,4,YouTube,4
U12449,46,,6.5,1,8,3,2,X (Twitter),4
,51,Male,1.1,1,4,4,4,Instagram,7
U12451,34,Other,8,1,2,7,1,YouTube,10
U12452,59,Female,9.6,,9,3,3,YouTube,7
U12453,30,Male,7,1,9,6,4,X (Twitter),9
U12454,56,Female,8.7,6,2,2,5,,9
U12455,44,Female,5.3,7,10,3,7,X (Twitter),5
U12456,,Female,1.2,1,4,5,5,LinkedIn,8
U12457,45,Female,9.9,10,1,2,7,X (Twitter),8
U12458,30,Female,1.5,1,6,,6,Facebook,2
U12459,29,Male,2.7,10,,1,6,YouTube,1
,,Male,1.5,9,7,7,6,Facebook,7
U12461,19,Male,6.6,9,9,1,2,TikTok,10
U12462,54,Male,6.2,1,9,7,4,Facebook,6
U12463,51,Other,2.9,8,2,2,0,Instagram,5
U12464,40,Male,9.6,3,8,3,1,YouTube,4
U12465,46,Female,9.2,,3,2,7,TikTok,10
U12466,52,Male,3.5,1,5,3,,TikTok,5
U12467,28,Male,6.9,7,,4,0,Facebook,2
U12468,50,Female,8.7,1,6,3,5,TikTok,5
U12469,28,Male,4.2,3,,3,1,LinkedIn,7
U12470,26,Other,,7,9,6,5,YouTube,1
,31,Male,3.3,,10,2,1,YouTube,2
U12472,26,Male,8.4,9,5,3,6,X (Twitter),3
U12473,56,Male,5.2,5,2,2,3,X (Twitter),9
U12474,20,Male,7.4,2,4,2,7,LinkedIn,8
U12475,46,Male,6.9,,2,0,7,Instagram,1
U12476,36,Female,3.8,8,1,6,1,LinkedIn,9
U12477,53,Female,2.9,4,2,2,6,Facebook,10
U12478,49,Male,2.1,10,7,3,1,TikTok,10
U12479,,,1.2,5,2,7,2,X (Twitter),7
U12480,45,Female,1.7,2,4,6,6,YouTube,9
U12481,35,Male,3.3,5,5,7,7,LinkedIn,5
U12482,22,,7.4,7,3,1,0,TikTok,5
U12483,40,Female,2.4,9,4,,4,Facebook,1
U12484,39,Female,5.7,8,10,3,3,TikTok,7
U12485,43,Female,3.2,10,3,,,TikTok,8
U12486,,Female,5.6,6,8,6,2,Instagram,1
U12487,29,Male,,9,10,6,,Facebook,10
U12488,57,Male,3.4,7,8,3,7,TikTok,5
U12489,36,Male,4.1,3,,3,1,YouTube,7
U12490,18,Female,7.5,1,9,0,3,YouTube,3
U12491,20,Male,5.9,5,,1,0,Instagram,2
U12492,44,Female,,9,7,3,5,X (Twitter),1
U12493,35,Female,7.8,8,1,5,4,Facebook,10
U12494,,Female,3.5,6,10,2,7,TikTok,3
U12495,19,Male,4.5,8,3,1,2,Instagram,8
U12496,22,Male,3.2,,8,1,3,YouTube,3
U12497,46,Male,5.9,3,6,3,3,LinkedIn,3
U12498,50,Male,7.4,,9,6,6,TikTok,4
U12499,59,Male,8.2,7,10,2,6,YouTube,3
U12500,37,Female,9.3,2,9,1,6,,3
U12501,47,Female,4.2,7,1,6,,TikTok,3
U12502,59,Female,9.4,10,6,4,2,Facebook,2
U12503,22,Female,6.6,6,3,2,4,YouTube,4
U12504,38,Male,4.5,2,5,1,5,Instagram,3
U12505,32,Male,9,2,1,1,3,Instagram,9
U12506,37,Male,6.2,,7,2,4,Instagram,4
U12507,25,Male,5.1,3,6,0,0,,5
U12508,48,Female,1.1,6,10,2,6,Instagram,6
U12509,29,Other,7.5,9,5,,1,X (Twitter),10
U12510,38,Male,1.7,10,2,7,4,LinkedIn,10
U12511,47,Male,,1,8,0,7,TikTok,5
U12512,44,Male,9.7,3,5,3,3,LinkedIn,7
U12513,43,Male,2.4,2,2,0,7,TikTok,5
U12514,50,Female,3.8,3,4,,6,TikTok,1
U12515,43,Female,9.4,2,10,4,3,X (Twitter),8
U12516,43,Female,4,,8,7,3,LinkedIn,8
U12517,53,Female,4,4,8,4,3,Instagram,4
U12518,57,Male,6.8,7,3,1,2,Facebook,6
U12519,18,,2.2,2,,,5,Instagram,1
U12520,32,Female,9.8,2,8,4,1,X (Twitter),9
U12521,18,Male,,2,10,5,2,Facebook,6
U12522,28,,8.1,6,9,0,5,X (Twitter),7
U12523,19,Female,3.6,8,2,5,5,YouTube,1
U12524,18,Male,3.5,4,6,0,2,TikTok,4
U12525,48,Female,1.5,10,3,7,1,TikTok,7
U12526,33,Male,2.1,3,5,3,5,X (Twitter),4
U12527,39,Female,5.7,,4,5,7,Facebook,1
U12528,59,Female,,1,8,3,6,,3
U12529,35,Female,8.3,10,7,6,6,YouTube,5
U12530,,Female,1.5,2,7,3,3,,3
U12531,47,Female,4.2,7,1,7,0,Instagram,6
U12532,27,Female,2.8,3,,5,2,Facebook,8
U12533,,Male,4.2,9,2,6,4,Instagram,7
U12534,38,Male,4.2,1,8,1,5,TikTok,7
U12535,33,Male,4.2,9,6,6,2,X (Twitter),3
U12536,23,Male,3.8,6,9,6,1,TikTok,9
U12537,20,Female,7.9,1,10,1,6,YouTube,4
,,Female,7.2,9,1,3,2,YouTube,8
U12539,,Male,4.1,9,8,,6,X (Twitter),10
U12540,30,Male,2.3,10,2,2,4,Facebook,3
U12541,35,Male,5.7,5,7,5,2,YouTube,10
U12542,41,,9.3,7,3,,7,Facebook,1
U12543,44,Male,2.1,3,7,6,6,TikTok,3
U12544,21,Female,7.8,8,1,1,0,LinkedIn,9
,39,Female,6.4,3,10,2,2,LinkedIn,2
U12546,41,Female,6.3,10,9,1,4,Instagram,3
U12547,57,Male,9.4,7,6,0,5,X (Twitter),9
U12548,27,Male,9.6,4,7,6,3,Instagram,6
U12549,19,,3.2,5,9,4,7,,10
U12550,57,Male,8.3,7,10,1,0,LinkedIn,7
U12551,23,Male,6.6,2,,0,5,Facebook,10
,35,Male,4.7,4,8,4,3,TikTok,6
U12553,34,Female,7,7,7,5,2,TikTok,5
U12554,55,Female,9.6,3,2,1,7,Facebook,1
U12555,40,Female,5.7,4,1,4,4,TikTok,1
U12556,47,Male,9.5,10,10,1,5,X (Twitter),7
U12557,38,Female,6.8,8,1,3,1,YouTube,7
U12558,27,Female,5.3,3,4,,,X (Twitter),9
,30,Male,6.8,9,5,1,6,,9
U12560,29,Other,6.4,5,7,0,5,LinkedIn,3
U12561,26,Female,,,8,3,4,YouTube,5
U12562,21,Female,6.1,8,2,2,5,Facebook,1
U12563,56,Female,7.3,10,9,4,1,LinkedIn,7
U12564,41,Male,8.5,8,7,,0,X (Twitter),7
U12565,,Female,3.7,,6,6,0,LinkedIn,9
U12566,56,Male,1.1,9,8,2,2,Facebook,9
U12567,58,Female,6,2,2,7,6,TikTok,1
U12568,22,Female,5.4,4,1,2,1,Facebook,5
U12569,32,Female,1.5,6,5,6,6,X (Twitter),4
U12570,,Male,6.7,9,9,3,5,LinkedIn,4
U12571,56,Female,,1,7,3,0,TikTok,6
U12572,25,Male,4.6,9,7,3,0,YouTube,6
U12573,41,Male,9,8,9,0,2,X (Twitter),9
U12574,45,Female,8.3,7,5,7,5,Instagram,3
U12575,44,Male,2.5,2,5,0,2,Instagram,9
U12576,18,Male,8.1,7,7,4,3,X (Twitter),10
U12577,51,Male,5.7,,,3,3,X (Twitter),3
U12578,34,Male,9.3,,10,2,3,Instagram,10
U12579,54,Male,2.7,4,6,,3,Instagram,6
U12580,55,Female,2.1,2,8,0,1,LinkedIn,10
U12581,43,Female,3.2,5,,6,1,Instagram,10
U12582,41,Male,1.5,9,2,6,4,X (Twitter),7
U12583,56,Male,3.9,4,3,1,4,LinkedIn,6
U12584,38,Male,3.5,5,10,1,5,TikTok,8
U12585,47,Female,4.7,8,4,4,3,,6
U12586,,Male,5.2,3,5,7,6,LinkedIn,3
